0.000510074,0.037406484,0.002274019,1,0.755485893,0.996534653,2.792211124,advanced
0.003953073,0.044056525,0.006253553,1,0.31661442,0.999009901,2.369887473,beginner
0.000382555,0,0.003979534,1,0,0,1.004362089,beginner
0.083907167,0.189526185,0.006253553,0.99543379,0.347962382,0.996534653,2.61961773,intermediate
0.025886254,0.066500416,0.023877203,0.97716895,0.260188088,0.999009901,2.352630811,beginner
0.005483295,0.002493766,0.000568505,1,0,0,1.008545565,beginner
0.012815608,0.013300083,0.110858442,0.863013699,0.238244514,0.998514851,2.236747198,beginner
0.004526906,0.02244389,0.001705514,1,0.420062696,0.998019802,2.446758809,intermediate
0.006885998,0.026600166,0.005685048,1,0.351097179,0.99950495,2.389773342,intermediate
0.020211681,0.048212801,0.007390563,1,0.457680251,0.998019802,2.531515098,intermediate
0.05323897,0.059019119,0.105741899,0.913242009,0.335423197,0.999009901,2.465675095,intermediate
0.001338944,0.008312552,0.002274019,1,0.482758621,0.997524752,2.492208889,intermediate
0.003825555,0.007481297,0.005685048,1,0.354231975,0.999009901,2.370233776,beginner
0.063695486,0.157938487,0.403638431,0.99543379,0.300940439,0.998019802,2.919666435,advanced
0.087605203,0.270989194,0.047185901,1,0.510971787,0.995544554,2.912296639,advanced
0.035896455,0.054031588,0.012507106,0.99543379,0.507836991,0.998514851,2.604220781,intermediate
0.138995154,0.198669992,0.52472996,0.95890411,0.369905956,0.998514851,3.189720023,advanced
0.010201479,0.048212801,0.06822058,1,0.473354232,0.99950495,2.599494043,intermediate
0.004080592,0.029925187,0.105741899,1,0.260188088,0.999009901,2.398945666,intermediate
0.000765111,0.014962594,0.000568505,1,0.210031348,0.998514851,2.224842409,beginner
0.00592961,0.054031588,0.00113701,1,0,0,1.061098207,beginner
0.019574088,0.011637573,0.017055145,1,0.548589342,0.996039604,2.592895752,intermediate
0.000637592,0.011637573,0,1,0.347962382,0.998514851,2.358752399,beginner
0.001976537,0.003325021,0.017055145,1,0.517241379,0.999009901,2.538607983,intermediate
0.018872737,0.058187864,0.054576464,0.99086758,0.203761755,0.99950495,2.32577135,beginner
0.068668707,0.081463009,0.021603184,0.936073059,0.344827586,0.999009901,2.451645446,intermediate
0.089007906,0.165419784,0.023877203,0.99086758,0.244514107,0.996534653,2.510221233,intermediate
0.00255037,0.006650042,0.027856737,1,0.119122257,0.998514851,2.154694257,beginner
0.03213466,0.030756442,0.000568505,1,0.614420063,0.994554455,2.672434125,intermediate
0.015939811,0.029093932,0,1,0.677115987,0.995544554,2.717694285,intermediate
0.007523591,0.027431421,0.007959068,1,0.510971787,0.997029703,2.55091557,intermediate
0.087095129,0.149625935,0.092666288,1,0.507836991,0.996534653,2.833758996,advanced
0.11572303,0.204488778,0.138146674,0.99543379,0.29153605,0.998514851,2.743843174,advanced
0.080782964,0.732335827,0.116543491,0.931506849,0.579937304,0.997029703,3.438136138,advanced
0.028117827,0.091438071,0.140989198,0.917808219,0.332288401,0.99950495,2.510146668,intermediate
0.193700587,0.314214464,0.158612848,1,0.470219436,0.996039604,3.132786938,advanced
0.07179291,0.184538653,0,1,0.579937304,0.995544554,2.831813422,advanced
0.001147666,0.015793849,0.009664582,1,0.357366771,0.995544554,2.379517423,beginner
0.004845703,0.019118869,0.00113701,1,0.774294671,0.998019802,2.797416055,advanced
0.028946697,0.10556941,0.025582717,0.99086758,0.576802508,0.997029703,2.724798615,intermediate
0.001020148,0.005818786,0.000568505,1,0.238244514,0.998514851,2.244166805,beginner
0.076383576,0.073150457,0.021603184,0.97716895,0.310344828,0.996534653,2.455185647,intermediate
0.099273145,0.360764755,0.196134167,0.753424658,0.34169279,0.997524752,2.748814267,advanced
0.002040296,0.044056525,0.002274019,1,0.435736677,0.998019802,2.48212732,intermediate
0.046544249,0.116375727,0.040363843,0.97260274,0.404388715,0.998019802,2.578295076,intermediate
0.02365468,0.048212801,0.002842524,0.99543379,0.347962382,0.996534653,2.414640831,intermediate
0.036406529,0.055694098,0.022171688,0.99543379,0.335423197,0.998019802,2.443149105,intermediate
0.004335629,0.033250208,0.003411029,1,0.319749216,0.99950495,2.360251032,beginner
0.006057128,0.032418953,0.021034679,1,0.307210031,0.99950495,2.366225742,beginner
0.052856414,0.345802161,0.012507106,0.99543379,0.476489028,0.995544554,2.878633054,advanced
0.003570518,0.010806318,0.01762365,1,0,0,1.032000485,beginner
0.005355777,0.009975062,0.002842524,1,0.501567398,0.995049505,2.514790266,intermediate
0.460150472,0.376558603,0.274019329,0.98173516,0.376175549,0.996534653,4.465173766,expert
0.002295333,0.015793849,0,1,0.507836991,0.998514851,2.524441024,intermediate
0.03213466,0.036575229,0.299033542,0.97260274,0.307210031,0.998019802,2.645576003,intermediate
0.006057128,0.029925187,0.010233087,1,0.401253918,0.998514851,2.445984172,intermediate
0.101504718,0.178719867,0.053439454,0.95890411,0.617554859,0.994554455,2.904677463,advanced
0.006885998,0.010806318,0.003411029,1,0.520376176,0.997524752,2.539004273,intermediate
0.078487631,0.201995012,0.176236498,0.808219178,0.322884013,0.996534653,2.584356985,intermediate
0.006630961,0.021612635,0.05173394,1,0.335423197,0.998019802,2.413420536,intermediate
0.002677888,0.007481297,0,1,0.946708464,0.995049505,2.951917154,advanced
0.055980617,0.327514547,0.013075611,1,0.460815047,0.996534653,2.853920476,advanced
0.120058659,0.069825436,0.019897669,0.99543379,0.413793103,0.997029703,2.61603836,intermediate
0.064014282,0.098088113,0.044911882,0.98630137,0.413793103,0.998514851,2.605623602,intermediate
0.001785259,0.010806318,0,1,0.272727273,0.998019802,2.283338651,beginner
0.068732466,0.114713217,0.015918135,1,0.137931034,0.996534653,2.333829506,beginner
0.096722775,0.093100582,0.053439454,0.99543379,0.517241379,0.997524752,2.753462733,advanced
0.136891099,0.136325852,0.06708357,0.98173516,1,0.996039604,3.318075285,advanced
0.003187962,0.021612635,0.003979534,1,0.26645768,0.998514851,2.293752663,beginner
0.05827595,0.111388196,0.071063104,0.99543379,0.401253918,0.997029703,2.634444662,intermediate
0.077595001,0.12967581,0.44115975,0.630136986,0.275862069,0.999009901,2.553439518,intermediate
0.03124203,0.072319202,0.062535532,0.98630137,0.526645768,0.999009901,2.678053803,intermediate
0.071091558,0.10723192,0.065946561,0.97716895,0.630094044,0.997029703,2.848562736,advanced
0.001912777,0.002493766,0.000568505,1,0.777429467,0.99950495,2.781909465,advanced
0.455623565,0.990024938,0.620238772,0,0.347962382,0.997524752,3.41137441,advanced
0.035131344,0.090606816,0.039795338,1,0.269592476,0.998514851,2.433640827,intermediate
0.000382555,0.004156276,0.000568505,1,0,0,1.005107336,beginner
0.018745218,0.044056525,0.01762365,1,0.438871473,0.998514851,2.517811718,intermediate
0.054322877,0.046550291,0.047754406,0.99086758,0.570532915,0.998019802,2.708047871,intermediate
0.007714869,0.033250208,0.022171688,1,0.360501567,0.998514851,2.422153184,intermediate
0.060188727,0.103075644,0.050028425,0.96347032,0.510971787,0.995544554,2.683279458,intermediate
0.089709258,0.153782211,0.071063104,0.99543379,0.492163009,0.996039604,2.798190976,advanced
0.008671257,0.036575229,0.013075611,0.99086758,0.476489028,0.999009901,2.524688606,intermediate
0.006120888,0.005818786,0.004548039,1,0,0,1.016487713,beginner
0.015812293,0.052369077,0.16827743,1,0.413793103,0.997029703,2.647281607,intermediate
0.027607753,0.06234414,0.008527572,1,0.231974922,0.996534653,2.32698904,beginner
0.033409844,0.078137988,0.01762365,0.940639269,0.36677116,0.997524752,2.434106664,intermediate
